57071 123700
8118 35708 27494
18773 8118 126094
12208 8118 43667
24494 8118 81513
8118 50433 25876
55416 8118 155848
8118 36666 49863
27148 8118 78422
32850 8118 8292
25148 8118 50102
40989 8118 166601
34757 8118 187056
8118 54192 66815
8118 54834 41412
8118 29852 92674
53793 8118 156915
56852 8118 38923
8118 21170 159743
29383 8118 6707
8118 37454 83120
17940 8118 100758
48531 8118 87903
8118 2470 135120
31977 8118 146907
8118 37683 27291
44763 8118 181811
37669 8118 196161
8118 30258 96025
18490 8118 198581
8118 25551 35958
34564 8118 122574
8118 23421 137873
8118 55773 175330
8118 42579 65666
8118 27813 153896
48900 8118 20469
27238 8118 9002
8118 8584 194829
8118 5594 19105
8118 42336 50143
30600 8118 141068
47663 8118 77329
36460 8118 113332
8118 6824 79878
8118 44910 139300
8118 6361 147202
8118 22281 146417
13665 8118 64671
46421 8118 154196
41766 8118 176612
8118 12907 95489
54227 8118 94674
8118 51219 52764
22675 8118 59712
8118 9628 188718
33769 8118 13934
56305 8118 96792
8118 39963 43784
8118 19560 51254
8118 31046 155327
10016 8118 29621
43739 8118 41777
2828 8118 88543
41982 8118 42957
39557 8118 62435
8044 8118 175180
4177 8118 190454
51225 8118 59717
8118 28978 186271
42777 8118 116508
29449 8118 155659
16035 8118 189414
8105 8118 178084
16295 8118 155230
8118 43363 119420
8118 31499 102595
13532 8118 64809
5016 8118 87520
35944 8118 107767
8118 21771 121932
44456 8118 139703
8118 56096 171702
8118 43846 74472
22177 8118 3221
8118 12545 51600
8118 27928 32968
8118 51031 146365
8118 10667 373
8118 8909 177073
47209 8118 87295
8118 27234 173689
29461 8118 186582
5098 8118 114749
5680 8118 33811
8118 28479 14385
14296 8118 120079
8118 5906 113295
12081 8118 132057
14936 8118 46757
8895 8118 94058
8118 35613 3126
8118 2126 20804
8118 8421 102462
53881 8118 31247
36896 8118 122918
8118 15273 134656
9938 8118 174199
51911 8118 171602
8118 36651 78824
8118 53909 176197
35311 8118 171382
8118 24219 2360
8118 17506 8090
3226 8118 54215
42398 8118 91232
32870 8118 184558
8118 51061 173326
14357 8118 105399
8118 42210 87861
47388 8118 93498
8118 5630 134847
24157 8118 104751
8118 900 160783
8118 20051 17432
40062 8118 52939
8118 26730 63383
8118 39325 46150
8118 41479 186341
21469 8118 103113
8118 30311 80192
32780 8118 187714
8118 13080 28995
37182 8118 167712
15299 8118 24320
8118 28178 42443
8118 13584 42226
41516 8118 96956
6737 8118 100515
8706 8118 122264
8118 39770 35596
52661 8118 197050
40611 8118 30033
33021 8118 21154
8118 32652 1208
51378 8118 106027
8118 37238 191951
8118 10887 77495
54866 8118 123387
9540 8118 188365
54518 8118 173800
8118 19769 78076
5037 8118 122482
53316 8118 9513
8118 18517 106139
52009 8118 30577
53641 8118 143204
8118 45489 51876
10718 8118 73562
34586 8118 34637
52005 8118 196516
52363 8118 149045
8118 50913 71613
8118 48169 181758
8118 22592 142026
8118 327 35729
8118 17997 72904
8118 36510 181151
8118 35530 15606
56723 8118 41255
47106 8118 82804
6761 8118 49323
8118 34603 94118
8118 39741 97378
8118 35890 40116
52745 8118 136622
35032 8118 74196
8118 38755 40054
8118 36047 179630
29156 8118 175214
8118 37526 48694
8118 52507 40955
8118 42715 107096
19873 8118 192841
49790 8118 35992
26787 8118 130958
8118 27397 189693
5746 8118 131499
8118 36914 58903
55966 8118 19792
22179 8118 63623
8118 38010 120492
55128 8118 128066
36794 8118 105781
9085 8118 199776
17270 8118 189503
24883 8118 119066
8118 17122 113027
29193 8118 103604
26138 8118 114636
8118 42946 19920
8118 8614 194546
8118 44780 28626
8118 42216 156761
41993 8118 129143
8118 35698 23107
8118 35908 97630
186 8118 100937
8118 10670 90648
29350 8118 149699
42499 8118 124180
51892 8118 85273
5625 8118 137605
8118 2853 124582
8118 33711 86468
23801 8118 133508
8118 27710 169187
48027 8118 188231
8118 48816 44311
8118 21413 179115
39573 8118 93813
37768 8118 32273
8118 11564 197385
48919 8118 35554
8118 25114 120109
51577 8118 27222
8118 34435 16983
50172 8118 100325
8118 36841 58844
8118 6712 43908
8118 51931 23281
8118 8392 35537
9279 8118 68896
22201 8118 134499
22 8118 177652
53884 8118 195419
35448 8118 115321
8118 56192 125518
16255 8118 83633
12663 8118 74464
44351 8118 5270
56061 8118 142715
8118 47729 154391
8118 26155 152040
8118 6925 120862
50146 8118 85290
8118 2188 41873
8118 38750 11219
8118 29929 20100
19718 8118 79210
57067 8118 11298
36482 8118 122094
36921 8118 100951
39606 8118 129654
8118 4638 180826
17624 8118 73947
8118 20684 36917
8118 37978 25450
8118 885 24730
8118 53719 150975
8118 19261 140006
39839 8118 188189
48320 8118 62186
8118 53929 81728
8700 8118 93313
55614 8118 173339
52494 8118 141454
24611 8118 141940
20182 8118 92330
44083 8118 4988
8118 9567 142838
8118 45863 46215
41701 8118 41723
8118 13121 95842
31889 8118 167799
8118 11084 145054
8118 8698 66402
15564 8118 45333
8118 44534 172287
8118 7569 136718
8118 27209 95995
15791 8118 80165
41952 8118 43227
18823 8118 94601
8118 30393 148342
8118 48748 172639
32902 8118 55076
54624 8118 175469
8118 2380 182771
49706 8118 27496
8118 42761 55452
14933 8118 51242
8118 37834 190030
8118 36916 82077
20694 8118 62826
8118 15808 100623
35725 8118 30645
51292 8118 21166
9124 8118 143441
24103 8118 5086
21141 8118 29318
8118 9983 152084
49895 8118 43445
23462 8118 69902
8118 47719 112084
47070 8118 146802
8118 28012 111990
33625 8118 145463
5879 8118 10605
8118 43259 176310
35066 8118 128254
8118 24243 196943
54977 8118 114330
26674 8118 82196
8118 23285 57707
29129 8118 141847
8118 3368 133089
40110 8118 161317
8118 50706 40274
33038 8118 98709
8118 8847 30662
25276 8118 196718
8118 44771 18097
23936 8118 53732
8118 29949 16835
51867 8118 38544
48762 8118 141360
2100 8118 74900
8118 36452 14513
8118 4491 10077
8118 55817 101198
8118 50160 175308
19363 8118 96027
1124 8118 130851
8118 37680 77647
51461 8118 71681
8118 52160 144503
49629 8118 128074
8118 34500 36872
8118 14978 109130
55964 8118 110251
8118 9339 33279
8118 54499 129216
9037 8118 136375
30751 8118 96248
55155 8118 136244
8118 2322 8722
8118 26284 88209
8118 50410 28719
8118 48331 46125
22341 8118 20131
8118 11433 153114
8118 14704 16912
1349 8118 174867
6869 8118 117230
8118 34928 172281
48811 8118 99125
38212 8118 149716
8118 4356 59082
44237 8118 17005
8118 4091 169602
26993 8118 121186
48625 8118 2453
42276 8118 151864
8118 24569 155693
8118 33662 151645
39319 8118 110093
55087 8118 43951
8118 1590 108257
8118 4752 54279
28352 8118 112274
17183 8118 51656
20307 8118 189975
8118 30788 93509
53528 8118 74396
53784 8118 42361
8118 42052 28781
26454 8118 53053
8118 50958 134036
8118 3654 32312
8118 52760 78702
21787 8118 36177
8118 21479 4149
8118 44960 148685
20783 8118 80683
45765 8118 117927
8118 6938 2745
26708 8118 36533
17913 8118 187342
40049 8118 97436
40282 8118 83185
8118 32728 27523
9558 8118 144378
8118 41057 62990
8118 19600 25291
8118 5716 83441
8118 22180 186293
38159 8118 184487
35085 8118 148773
52581 8118 156874
15109 8118 101259
8810 8118 137506
8118 9736 155104
142 8118 32338
44175 8118 120279
8118 38052 16735
8118 32213 117607
8118 43147 156580
8118 53697 81856
8118 5405 112264
43415 8118 71167
8118 3854 14230
8118 56639 129874
8118 38037 196491
22015 8118 196663
8118 55044 25815
8118 386 37300
27182 8118 80091
38219 8118 135334
8118 1755 113691
6768 8118 198393
28316 8118 159701
46434 8118 61964
41910 8118 49732
8118 20442 12120
8118 32196 9062
2371 8118 149366
8118 49268 66893
41903 8118 36085
43995 8118 184889
13602 8118 129294
4598 8118 187094
8118 7743 46138
8118 2078 169785
8118 16672 35181
8118 27322 25482
8118 48543 85628
8118 8425 158863
44660 8118 49214
8237 8118 115881
8118 27041 118222
8118 3896 182514
47054 8118 168952
14365 8118 180380
46752 8118 51630
36129 8118 57801
8118 54960 15645
8118 37197 90582
1096 8118 189101
8118 11154 150085
30967 8118 142189
8118 30578 175213
54871 8118 144488
3692 8118 99747
8118 46127 101163
6759 8118 126932
8118 1979 79759
8118 54530 171011
8118 20081 175882
8118 851 62040
56163 8118 191117
8118 48303 66403
8118 10007 151473
8118 34483 166574
13486 8118 35793
8118 19946 78316
40320 8118 148505
19670 8118 168344
10151 8118 77776
8118 55617 83099
20891 8118 192072
8118 38738 10377
56717 8118 109060
40696 8118 137851
38638 8118 157022
21407 8118 42564
8118 6741 44147
29752 8118 38667
20183 8118 142329
8118 40725 147445
6302 8118 144521
52461 8118 170460
1381 8118 167169
49745 8118 165768
8118 38280 102208
8118 46697 140890
45014 8118 67515
8118 31922 188638
15657 8118 60184
36825 8118 171827
8118 36327 195861
38893 8118 4248
48643 8118 45692
8118 6878 112531
19618 8118 147963
33222 8118 35052
39436 8118 24832
8118 53903 157065
8118 49723 141107
4766 8118 104345
8118 7572 150844
46234 8118 44574
8118 42496 133879
8118 14009 125924
8118 39716 188340
55322 8118 104973
38 8118 149507
8118 49818 66542
8118 45481 177004
7643 8118 135507
38054 8118 57281
40650 8118 103807
56074 8118 109047
8118 20754 177415
4609 8118 151950
8118 10900 113890
28422 8118 20068
22265 8118 68033
28717 8118 77630
8118 8918 138181
8118 54837 91078
8118 24807 183509
18111 8118 94437
49379 8118 29818
8118 46712 186055
8118 52195 69326
8118 30581 109368
35355 8118 120101
32567 8118 61275
40341 8118 171585
8118 22683 146299
47310 8118 135806
31234 8118 181553
8118 14549 27630
33014 8118 139777
31983 8118 128203
8118 29860 26448
53384 8118 12986
45061 8118 38990
8118 147 5604
8118 11227 182655
40100 8118 174360
8118 47834 77789
37396 8118 8635
6672 8118 75237
54650 8118 38179
53145 8118 40885
8118 55270 148274
8118 11630 199766
8118 35608 150938
8118 39745 142834
32582 8118 179717
8118 55774 17503
9644 8118 132880
33619 8118 179832
8118 17256 39138
29525 8118 175122
40019 8118 44278
12294 8118 11008
8118 26835 92845
8880 8118 106190
8118 49389 88563
8118 22719 137989
8118 48796 107495
55193 8118 60961
29178 8118 106742
8118 9319 41760
50111 8118 154311
36543 8118 101636
22430 8118 141412
51066 8118 45501
29031 8118 156926
8118 11311 190232
51736 8118 117732
28104 8118 93912
8118 37922 110058
8118 42649 52681
8118 13012 119675
8118 11998 64927
43665 8118 61642
8118 3348 120262
21249 8118 142173
8118 47761 36326
4723 8118 39862
8118 24995 122310
8118 9962 26900
8118 43607 26043
8118 2551 164896
8118 50349 137695
22741 8118 65924
171 8118 10338
8118 7614 86349
8118 53730 45041
8118 19695 185139
21224 8118 191369
38480 8118 182308
7954 8118 186203
8118 24576 190074
13892 8118 4027
8118 27315 124530
42051 8118 197995
8118 24181 32842
8118 53902 159265
8118 22963 44232
17034 8118 5296
8118 47435 180756
8118 32132 7666
8118 2980 165271
8118 56172 68498
1337 8118 54628
8118 43338 166601
46273 8118 199006
53660 8118 117472
24835 8118 169807
8118 29432 103803
51028 8118 103329
8118 44744 352
37418 8118 115055
8118 40143 83304
3404 8118 138286
49525 8118 27656
8118 19287 184735
12239 8118 10243
32407 8118 32107
43176 8118 126204
8118 3752 84858
6428 8118 38004
8118 19275 123177
8118 6758 71724
18659 8118 189313
55471 8118 100873
8118 36383 138723
8118 24863 112089
8118 27258 173991
21524 8118 58336
22532 8118 97520
38935 8118 122936
52138 8118 153840
8118 30197 173014
8118 5089 128192
37576 8118 120110
9716 8118 29492
8118 56989 94258
26135 8118 20839
28126 8118 128200
8118 49662 40783
8118 43837 116373
10062 8118 26165
8118 47664 178936
8118 54879 156015
18566 8118 45401
14203 8118 37004
8118 30238 163866
8118 54054 4980
867 8118 123430
8118 41104 105097
8118 25429 160484
20549 8118 117260
8118 32382 171944
8118 54892 14509
53043 8118 630
8118 22855 10249
33205 8118 146283
8118 50472 57899
8118 24591 27843
8118 28110 16425
33846 8118 199692
53535 8118 114032
2235 8118 111450
42068 8118 124970
31151 8118 86729
47943 8118 98245
20105 8118 110353
43661 8118 95193
38546 8118 192233
8118 8661 185355
7751 8118 65264
54215 8118 109007
8118 39802 89284
14928 8118 104514
25807 8118 35766
1946 8118 79849
45342 8118 143006
18556 8118 183995
159 8118 167190
47620 8118 38331
8073 8118 47111
35350 8118 9304
35620 8118 91547
49948 8118 132564
47518 8118 97856
37433 8118 158196
8118 8594 19437
8118 2055 81142
8118 2197 99769
32380 8118 127467
35892 8118 41772
8118 35380 80982
17117 8118 79048
14072 8118 163265
42201 8118 77908
8118 45688 45329
8118 10531 51045
8118 49663 135094
19823 8118 4539
8118 2373 71973
8864 8118 133637
8118 27082 117495
10057 8118 66887
8118 39098 168678
20546 8118 57720
8118 31804 102476
11266 8118 185507
8118 50497 150728
8118 7090 16723
26684 8118 155701
13317 8118 79019
13594 8118 97686
8118 26716 120237
8118 4882 73817
31171 8118 23777
6777 8118 91204
8118 21925 107998
8118 43801 191478
23805 8118 78217
40724 8118 154204
8118 17317 175099
37746 8118 167609
45441 8118 97276
8118 27191 101167
16154 8118 92092
8118 54877 4790
8118 42399 55471
44603 8118 121701
44908 8118 20859
8118 14388 35895
41340 8118 28597
28345 8118 121728
8118 6296 139601
8118 46964 53104
8118 8339 47449
8118 51715 84313
8118 18129 123294
17715 8118 88388
8118 32026 100981
50716 8118 133369
8118 38885 178070
8118 9606 53085
8118 7311 60536
8118 33036 186999
8118 34057 86553
8118 45165 102779
8118 15353 187628
11127 8118 190729
8118 36672 38511
55439 8118 185522
8118 29538 163629
53382 8118 169157
8118 45383 150205
77 8118 132914
8118 46755 169278
41633 8118 17749
8118 54985 131793
8118 10674 75988
339 8118 37425
8118 10250 80183
46505 8118 178701
1530 8118 154262
55993 8118 62960
19979 8118 51371
8118 42772 81035
9778 8118 26103
47702 8118 94520
51458 8118 72621
8118 3432 122092
28500 8118 67199
8118 55714 180943
8118 25796 99430
39570 8118 114529
8118 366 128125
8118 17185 4699
42849 8118 96887
4055 8118 124149
8118 30013 187059
8118 26753 125859
38845 8118 25454
8118 43456 149306
8118 10690 16588
12162 8118 125566
8118 56101 119339
46418 8118 180510
8118 17942 111806
8118 19632 61465
8118 217 52050
8118 22070 39269
50538 8118 100220
8118 52449 58878
46912 8118 140543
49248 8118 87598
25161 8118 86313
13398 8118 192434
21273 8118 166399
8118 5340 76542
8118 12353 198893
4128 8118 56553
8118 21481 59571
28618 8118 189392
42330 8118 29552
23624 8118 91737
8118 8778 7900
38027 8118 178850
18094 8118 90561
8118 56446 131871
8118 21012 152968
8118 12275 42190
8118 13947 88202
8118 38479 20489
8118 6403 142504
23244 8118 57870
20797 8118 141440
8118 6082 18493
18186 8118 79240
8118 25141 162406
52048 8118 171253
8118 25126 102351
8118 15523 65813
8118 18710 72410
14499 8118 175519
8118 26210 194140
51802 8118 135782
49620 8118 128066
8118 43330 172937
20229 8118 41112
8118 25135 112512
39705 8118 112000
53386 8118 101031
29996 8118 104819
8118 35494 89613
31132 8118 189601
8118 5018 34593
32698 8118 133221
8118 27233 85689
8118 51680 14929
8118 19482 66482
174 8118 93647
18551 8118 130041
38497 8118 123570
25372 8118 28612
37797 8118 62389
8118 51125 20658
2763 8118 112096
44498 8118 24042
26212 8118 163084
8118 54428 6510
8118 51396 148556
8118 39126 176582
8118 11328 124555
18923 8118 154205
8118 40099 76259
53057 8118 180305
30193 8118 166396
53398 8118 180515
10705 8118 154268
22171 8118 31478
8118 22630 3914
46611 8118 186572
8118 4620 113869
266 8118 16423
8118 49067 73923
8118 45872 125465
8118 4093 37443
17538 8118 70795
6950 8118 98327
41987 8118 144617
50016 8118 48670
8118 9089 144999
8118 49681 44385
8118 10277 159834
38617 8118 18946
23844 8118 162793
8118 3439 153850
8118 26517 158317
21133 8118 191476
8118 23888 103600
8118 5915 159099
8118 38157 172617
53320 8118 169329
8118 54370 192920
8118 17871 66896
18497 8118 164027
3921 8118 96578
28438 8118 194015
8118 31206 2230
5848 8118 65956
1571 8118 126037
33149 8118 42887
9824 8118 29101
8118 47454 119452
3608 8118 118588
32309 8118 39081
47931 8118 116693
6489 8118 83997
53886 8118 27911
13570 8118 187062
8118 42053 69695
8118 5124 193908
15087 8118 11791
16151 8118 184577
8118 46583 187020
8118 15596 68748
22275 8118 155216
8118 48763 198626
8118 42185 87309
6810 8118 126698
8118 30069 167223
8118 50040 41648
8118 30673 86900
8118 39109 73385
8118 20851 180532
8118 6091 178970
8118 56554 20583
8118 38703 170778
8118 4335 26082
8118 30346 155535
41286 8118 51356
44013 8118 178771
20114 8118 158589
8118 52399 145784
8118 17143 173854
32254 8118 69912
8118 41408 72708
8118 32645 28710
8118 55382 48325
8118 33181 32942
18664 8118 114374
8118 56365 86984
8118 48030 191122
8118 45584 163656
7584 8118 5767
8118 53486 89324
45664 8118 181381
30489 8118 48030
8118 17747 140958
54604 8118 117421
14677 8118 140885
17073 8118 187217
8118 54457 159478
43619 8118 51930
8118 36233 64700
39849 8118 62530
8118 3300 34399
2536 8118 99049
8118 47670 160367
42152 8118 110616
7386 8118 58719
15471 8118 166196
8118 27202 32377
8118 31222 40316
45390 8118 129206
2974 8118 175133
33441 8118 53523
30176 8118 182263
8118 3410 104129
18927 8118 28352
31380 8118 171893
28654 8118 178948
8118 32406 122396
48786 8118 30848
1799 8118 17797
8118 47985 164185
8118 1669 95207
32131 8118 76231
46605 8118 45861
3978 8118 77295
13440 8118 122531
21211 8118 166638
28160 8118 112643
25643 8118 17376
8118 50188 22001
21554 8118 39478
49152 8118 137752
54171 8118 126483
8118 4937 21447
8118 48161 85659
38455 8118 71963
12932 8118 89910
8118 54238 59668
54119 8118 116783
19274 8118 132118
8118 49122 174971
8118 52967 165974
7484 8118 178118
33450 8118 187287
8118 17611 91121
7082 8118 187316
21463 8118 85282
8118 32197 134110
33493 8118 189092
8118 46074 136907
10841 8118 196758
3932 8118 149392
33387 8118 178427
39092 8118 110213
8636 8118 1165
8118 9015 129234
8118 6131 22967
8118 11468 148073
8118 46365 74093
8118 34593 129848
8118 38328 192057
8118 93 109455
38385 8118 159983
8118 29956 60264
11891 8118 30074
8118 46373 13171
8118 55968 107796
49391 8118 136834
48637 8118 112470
8118 35483 81501
8118 53138 139139
4436 8118 133978
25527 8118 87568
8118 23597 74690
1305 8118 134616
49589 8118 45469
10467 8118 72270
8118 56401 61525
8118 13861 5734
8118 3794 178774
7859 8118 152289
8118 27419 12761
1027 8118 110798
44154 8118 80860
13178 8118 64311
8118 4357 82146
31398 8118 80
48288 8118 100734
15673 8118 117720
8118 3678 41892
7876 8118 6599
8118 29856 185955
8118 21692 107532
8118 4406 183286
31853 8118 124773
8118 26564 177880
8118 5499 119212
46746 8118 117708
37563 8118 19189
8118 10599 126714
8118 49023 152375
8118 26746 58421
8118 38835 59039
8118 35337 184501
33175 8118 16791
44858 8118 79651
21181 8118 105844
8118 14712 195044
8118 26068 127146
8118 11026 46229
8118 38395 166875
25579 8118 138840
8118 27021 53043
8118 14873 156850
8118 9607 120616
8118 15517 128075
8118 33132 187056
40979 8118 105760
8118 14227 64091
32894 8118 186456
8118 5460 87898
8118 11158 145350
6834 8118 15548
48867 8118 45684
26442 8118 152911
19425 8118 13872
34103 8118 30852
8118 11448 122238
8118 27389 11503
8118 921 118939
8118 43157 58277
8118 43249 187062
8118 54323 140229
8118 2717 177318
8118 40400 172543
8118 17786 46707
8118 24785 130203
48212 8118 63391
36002 8118 83021
3352 8118 133675
29662 8118 168879
12313 8118 150530
8118 30655 143813
8118 28205 51658
9346 8118 157852
2772 8118 109537
8118 46422 186498
8118 36544 163306
45211 8118 128622
18039 8118 152513
2684 8118 54393
8118 38460 115469
8118 7851 190036
8118 26946 116227
8118 1993 78335
8118 18651 196531
8118 44551 107929
8118 22130 91838
8118 54629 69706
8118 20155 122935
19172 8118 64304
23017 8118 14650
22508 8118 98208
25195 8118 63675
8118 24681 42445
8118 2397 193021
8118 34173 56686
8118 4788 39689
5519 8118 48594
8118 52357 92723
8118 2389 164726
12590 8118 53113
53979 8118 145020
8118 26274 165945
8118 7516 120451
8118 54724 63908
8118 18412 98665
8118 46572 183313
2293 8118 106777
40607 8118 23166
52816 8118 110466
8118 1229 30303
8118 31592 70395
8118 46404 112435
8118 37082 30825
31584 8118 84601
19473 8118 72479
7701 8118 68848
8118 55451 113041
8118 8179 42996
34216 8118 22960
197 8118 123235
37040 8118 146932
39740 8118 131143
8118 1683 82379
15553 8118 116535
1721 8118 161978
47833 8118 198902
25365 8118 188003
23464 8118 69036
8118 53282 57152
17075 8118 153985
20064 8118 128623
38379 8118 90319
43002 8118 159648
8118 23554 88055
21319 8118 106394
8118 3468 90419
30508 8118 16006
8118 4986 27179
24593 8118 130238
34213 8118 130043
8118 34121 123655
45263 8118 162757
26637 8118 164539
23782 8118 185267
34210 8118 146647
8216 8118 151950
8118 19263 50553
19099 8118 124439
22768 8118 73603
8118 30265 179152
54651 8118 173311
33649 8118 83979
52935 8118 193226
33410 8118 16345
27100 8118 161955
8118 34321 124181
5687 8118 61364
10205 8118 24402
8189 8118 155959
8118 54462 161169
8118 29988 62807
8118 26295 130031
8118 48776 189374
8118 24315 197096
11719 8118 143570
8118 3743 132699
18964 8118 41079
23076 8118 169759
15734 8118 38202
8118 46317 146261
8118 21225 145586
8118 41059 90812
8581 8118 169649
32056 8118 116076
8118 50359 161559
8118 36029 50724
21427 8118 17276
8118 34930 196284
8118 46453 54853
57059 8118 185836
39721 8118 97089
56707 8118 192843
25601 8118 97993
8118 40356 11291
18892 8118 186520
36757 8118 12004
8118 42115 71941
47714 8118 11056
45364 8118 81415
8118 22830 167887
8118 13839 49087
8118 18150 96489
22881 8118 136568
26966 8118 191173
8118 13052 39985
8118 760 182572
8118 30272 36586
8118 28689 9738
51874 8118 111116
27006 8118 168887
8118 50949 72829
8118 7373 103843
8118 19713 67493
8118 49435 22322
8118 48984 133078
8118 36685 90938
20203 8118 161921
7501 8118 74638
18943 8118 82355
54046 8118 178611
41085 8118 71547
8118 29840 125450
14 8118 191875
8118 32592 46516
8118 30356 168418
8118 49519 92708
8118 48714 16138
36299 8118 54608
18881 8118 163865
8336 8118 83652
8118 25163 147071
20802 8118 63875
8118 7121 38058
23116 8118 83872
8118 40166 45938
8118 54770 126841
8118 29643 2889
8118 40359 116146
8118 56317 115872
53525 8118 90870
7189 8118 154624
8118 35642 116252
11703 8118 13644
8118 18738 164566
11132 8118 103639
8118 22044 144904
9302 8118 152653
42695 8118 76160
6897 8118 125596
36437 8118 77450
1423 8118 70223
8118 45453 181144
4613 8118 177591
45273 8118 192450
8118 55120 149408
8118 34601 67371
7963 8118 128886
8118 44263 175052
8118 15836 40301
8118 49863 24884
8118 33734 112833
8118 22841 60186
29628 8118 177253
15546 8118 109156
8118 40622 29915
8118 9928 55097
39823 8118 36605
12863 8118 164673
8118 19635 3201
8118 8578 162063
36037 8118 112324
29753 8118 190575
8228 8118 170886
8118 44050 84030
8118 31190 62064
53131 8118 36404
42262 8118 78767
55191 8118 199954
20915 8118 191821
8118 49156 179932
8118 48647 22592
32898 8118 27872
8118 39707 8206
52872 8118 113802
8118 2393 85948
7535 8118 141376
49201 8118 12103
54725 8118 41391
8118 55380 61259
12950 8118 179567
48091 8118 68141
19902 8118 84669
44867 8118 110592
54621 8118 86036
23511 8118 70386
44571 8118 124513
8118 9059 193691
8118 10897 17166
17812 8118 183851
11245 8118 12700
8118 10370 72911
8118 4155 96061
8118 29174 40973
18161 8118 18616
8118 26432 129492
8118 24904 124826
8118 14222 110465
4579 8118 84912
29001 8118 149266
40777 8118 16274
2990 8118 26528
50837 8118 104956
8118 24015 88443
8118 55175 107002
2501 8118 125092
8118 17294 167914
16421 8118 164529
8118 3072 168544
3232 8118 76021
26968 8118 4756
8118 23501 5768
42253 8118 86561
8118 39554 52680
38515 8118 120320
34590 8118 195953
8118 40036 7239
30754 8118 121429
12829 8118 97055
8118 5238 95207
8118 29684 149438
8118 55519 178487
37096 8118 181918
13462 8118 40879
8118 49486 179934
49711 8118 97213
8118 13812 194999
8118 41277 31339
53820 8118 181821
8118 4652 88216
8118 19226 32604
8118 11594 35481
8118 4813 40585
11764 8118 133902
10765 8118 35279
8118 24049 104296
8118 13705 126924
8118 28443 36925
8118 51295 103794
8118 18369 144874
8118 53154 160901
8118 6323 68145
8118 54647 89653
8118 33565 51909
8118 51490 119030
8118 37072 179472
9107 8118 47199
51139 8118 111101
52071 8118 84855
52954 8118 194169
8118 25105 98458
5839 8118 121377
8118 11859 144156
8118 54920 47532
39497 8118 17673
50641 8118 166348
8118 22127 136986
31208 8118 142450
33041 8118 122449
15872 8118 50528
53226 8118 12510
49801 8118 68275
5598 8118 106453
25442 8118 107577
8118 46368 134347
8118 11288 156312
6198 8118 93886
26979 8118 78242
40924 8118 132547
4493 8118 62577
23735 8118 164873
28158 8118 126003
8118 24007 81197
15355 8118 156664
8118 20484 62978
45705 8118 36028
8118 20829 165095
8118 37509 3128
8118 49134 126000
8118 3063 91349
8524 8118 117778
15271 8118 22088
53570 8118 98872
8118 50339 41426
8118 9616 23470
35782 8118 130426
8118 19392 98575
8118 12871 39759
44210 8118 105833
51454 8118 21273
8118 7497 169134
8118 20948 106139
8118 1693 96082
49647 8118 136167
20527 8118 117107
8118 41189 152622
8118 38657 71670
8118 6339 20945
8118 13126 81507
23887 8118 168031
24128 8118 43548
8118 52012 74179
8118 12671 176356
28637 8118 106655
8118 17309 103157
8118 15014 196231
7676 8118 38560
8118 10655 96947
8118 45050 182446
8118 20421 141319
8118 39971 150559
47074 8118 108117
8118 20645 139892
48992 8118 197073
8118 47852 144999
8520 8118 152408
8118 34137 67136
8118 28343 106818
1338 8118 35868
45276 8118 38858
8118 5478 185223
55129 8118 136223
11832 8118 186332
8118 8325 22520
8118 37450 165548
8118 39826 178571
8118 19687 24359
40498 8118 50781
8118 54312 36313
8118 45499 196031
8118 17795 119316
8118 51446 4861
25651 8118 85516
19217 8118 145598
8118 48209 34691
8118 37485 180129
53955 8118 174154
8118 17777 136553
8118 4350 174213
8118 16304 17445
30451 8118 81841
8118 52418 70638
8118 18029 5513
45485 8118 11321
8118 51346 76474
50243 8118 195880
25454 8118 34895
22909 8118 23956
31723 8118 116011
41355 8118 51058
41302 8118 11691
44511 8118 197410
38548 8118 151893
10955 8118 38980
8118 42177 35140
14109 8118 50570
6217 8118 148386
16562 8118 19415
8118 53961 86430
4130 8118 37700
732 8118 198589
8118 52401 185900
34133 8118 12585
12168 8118 67840
8118 27400 116257
14618 8118 149764
23786 8118 147688
37882 8118 79103
25603 8118 76566
8118 17952 43912
11912 8118 119265
8118 34572 182094
8118 29114 118010
8118 53826 199276
25656 8118 167034
21509 8118 195003
53918 8118 43800
30698 8118 186021
42678 8118 6935
31904 8118 93990
8118 43101 73479
8118 3781 130406
8118 28117 152771
38313 8118 71849
8118 22883 193914
2372 8118 167531
8118 21446 39164
15758 8118 181840
33539 8118 179425
8118 41253 132613
30070 8118 114042
43673 8118 119004
8118 12287 199321
21766 8118 122185
8118 40676 13350
37892 8118 148633
8118 11188 147194
8118 55096 172390
14342 8118 169769
8118 43704 161179
8118 19498 53944
8118 11811 161917
8118 19656 74554
8118 52205 47134
14917 8118 137485
8118 27629 28278
39730 8118 100627
8118 51930 68571
43427 8118 100070
8118 17793 13838
50353 8118 65130
2272 8118 113670
44782 8118 14980
8118 39816 2332
8118 23570 11346
8961 8118 94070
8118 35454 158151
32772 8118 81113
8118 38204 158408
4034 8118 120466
55263 8118 198624
8118 6373 15405
45945 8118 152318
8118 2220 19666
47539 8118 119663
8118 4262 196182
8118 4080 102253
8118 29182 87980
8118 5216 152266
4942 8118 40416
26854 8118 88157
11776 8118 26471
8118 31303 144522
1193 8118 92347
38875 8118 127045
47617 8118 83141
8118 25935 66736
37483 8118 177286
8118 28578 17731
