20729 75573
7630 10209 149766
3240 19114 39413
2000 14165 115993
5020 4820 143262
6009 11680 119278
18973 19601 108046
4285 11384 119484
16484 147 42335
20668 1299 115658
5493 5788 92923
5826 8783 91642
11414 3015 147658
14971 17274 191203
1102 14591 142400
12096 3372 38198
14673 17449 162433
1531 16927 142579
12159 16443 65698
12981 562 158160
16204 8755 24672
19923 6582 160548
3006 3134 141576
1080 4135 183865
3834 13512 112676
14954 10949 124936
4303 9230 22206
18398 6887 159569
3092 896 74870
3650 16382 80250
2153 2617 90301
11408 7826 78812
10625 20463 38876
3878 14693 156901
6076 614 19867
3120 8129 11492
15691 14735 100649
6951 16821 190639
17431 8095 183165
3756 2328 195656
16144 12064 103519
1455 1480 148194
17315 19064 96383
4383 15110 9578
15271 4378 138158
4440 13629 129987
15523 8432 116325
14799 9853 95011
19378 20558 82162
17161 11507 56749
6385 17051 148029
17031 6193 46576
15534 5010 119121
5208 3445 113675
18789 40 10486
1742 5665 106084
16113 3233 1540
8782 15313 188398
20234 2055 60819
1060 8443 6892
6466 12534 72686
9015 673 174343
18345 5635 47955
425 5987 108513
19159 7244 190438
1840 13698 53817
4138 2867 131722
15934 10953 63241
20360 7333 195306
16368 12440 49283
4354 6745 22606
2103 12157 109660
18559 13474 143640
6732 4941 89776
12163 14218 198544
6461 2835 178345
3320 19208 8458
2863 15770 111396
1716 14840 80492
19881 7413 28941
1182 895 81684
457 15156 122543
10133 7157 88120
9708 18883 84970
3802 17334 85810
20524 6524 93988
18719 11965 199925
642 2468 98489
9437 6813 121408
9785 19503 199532
10640 15343 195320
13036 8841 79811
2354 18168 119668
13940 15540 164309
9012 9611 64751
15131 12223 135922
18946 17716 183802
10580 6595 190123
2732 9606 6588
12068 8391 27540
1910 1676 52861
8830 7799 153435
10273 3190 79053
19033 14161 102844
10745 13656 156178
19632 10511 92809
5646 12243 188432
18979 3625 197406
8139 10343 81463
16193 14838 73064
9484 17030 84692
1189 13757 57570
7461 12581 126215
9903 19788 125387
12648 3916 147775
2612 128 19702
338 15769 2411
11034 17147 181533
6807 17692 117068
19825 5076 30357
13596 4650 23156
8076 14668 67611
7779 1132 124818
20546 18540 6767
9263 12035 2197
4160 8944 172545
20315 13533 49779
6115 5449 79056
2581 10425 98468
9242 15353 93309
2659 12805 28779
14171 13744 43242
9394 15498 185880
13202 2919 85157
6655 2643 38225
4572 17735 11619
13092 1563 76332
258 11214 132947
16417 6137 128751
12556 3975 94418
17388 2668 16313
18955 13272 133680
7437 946 70409
14935 13039 67191
15410 9430 50494
17751 11654 70760
13744 16212 93111
14695 19388 10288
14502 5519 106043
1615 8976 150023
1857 15515 121507
244 13010 178245
13219 1813 98861
16293 16696 32532
10779 12227 197613
9640 3534 127975
15009 4667 106356
17464 17000 174227
19019 4531 136796
11228 18466 14759
10135 19200 73216
1983 19628 114623
4987 13341 40670
893 13170 144062
16608 14366 24372
2561 1089 127870
14683 2452 136849
9010 15939 145588
6117 5994 14410
4663 16111 136277
12715 20022 39179
1639 14877 186791
16089 8555 137793
6202 18637 136418
9191 5470 97024
16824 15764 198258
14760 15554 77849
13568 3913 192013
206 3297 143764
11935 1370 74434
13054 17274 30512
1544 7724 110350
19716 14815 161199
15119 4785 37349
18087 8620 21979
2191 5547 139259
2579 11527 40017
7901 18324 196987
12777 7291 128822
15683 12195 140116
10013 3822 82397
15164 3362 140418
9272 14839 75318
1017 19882 101213
2077 10311 188270
10889 5263 70657
18874 6186 19226
5357 12625 41504
1024 8564 98207
11482 18824 17449
10470 20298 108720
16429 7431 6462
18372 16288 56174
269 11632 63168
8972 7750 164091
5307 17441 132541
4695 10149 131036
20453 11686 23827
10587 8777 34240
11829 17455 59722
11973 3959 33829
15931 7264 120035
4403 7626 190804
18245 13280 139292
18346 504 83268
4942 7089 1113
12726 15692 129021
6097 6204 147157
9383 321 91274
7674 7398 125755
18426 3846 29157
19759 13565 116837
17103 12800 77509
5082 7148 176535
1146 5429 114471
5122 3 43703
8842 8851 16087
12073 16089 185092
4482 7736 101216
7112 11459 187062
19325 6346 74169
12860 18925 55858
4469 14484 142960
8783 14871 187518
20045 6488 14751
3502 1425 136599
11600 3008 110904
18583 15979 66183
18615 8069 74307
17941 607 55857
19126 5169 102541
3336 12878 140501
17366 6470 93778
11594 6737 24952
9931 16557 112806
12785 20682 56432
2242 14991 80466
12500 11258 141158
17495 5669 30211
17775 16080 191741
3519 3978 164953
7101 7538 113595
128 4817 39783
19020 3774 90396
18134 7072 6748
3423 2939 49622
18792 1265 69469
2488 15541 116452
12197 2839 95593
12802 140 135058
4684 8945 1581
16423 4262 40631
8655 12657 67357
18183 18408 188135
5187 2191 50064
11598 4655 100193
20058 8109 132463
17697 14794 198442
17889 372 184898
5686 9539 114650
18715 5748 122054
12583 20564 93675
3693 8333 88434
11391 7858 12058
5833 17725 57958
20162 12113 81471
2399 11607 55692
14657 9311 159788
13361 16573 39257
11873 1109 130931
5908 9703 87458
12802 5759 99004
13024 4310 100815
15553 5848 98833
7014 1576 188498
16695 15761 102239
4913 7202 23427
17638 2098 134071
11442 15320 178822
8778 1516 91269
9252 2813 116002
8234 5368 11336
19708 14136 31830
1294 451 109806
18605 8406 28635
2079 5024 176929
16042 7689 55088
973 5338 68969
18278 812 138789
1468 4390 5695
1371 8054 125699
4509 13427 89814
16732 5342 15084
2044 10127 168518
4066 19865 130969
17239 12536 84289
17987 179 1019
9609 9742 162746
10766 11221 28309
4641 2310 155211
9796 17194 94379
9685 15686 169887
11399 19859 59454
9721 12418 90217
12830 14490 29747
8861 12638 44713
7205 1593 57559
12662 4741 152335
14543 3928 119541
15177 4282 190944
2884 3681 11257
5031 17484 78429
14627 15189 154731
6326 1164 129163
2683 20568 61715
16447 2407 99435
3903 14147 96340
8306 13361 126230
14628 13493 148156
5225 11168 197386
1727 9406 89676
19581 10212 120202
19396 570 117322
7114 19156 142331
17990 13765 171689
13448 32 12954
14578 15741 24411
1274 5424 184889
6650 16375 147310
14295 731 24948
19086 628 77827
17999 6627 164928
6189 752 191768
6699 20394 131125
3945 10892 127222
15392 5360 107631
6500 18615 189556
11104 19297 21251
2797 3151 167688
6861 3734 192712
96 9011 67972
1376 13367 146213
14321 4817 69831
2194 1477 38143
9655 12477 167041
20195 15207 56396
3625 6985 24911
20683 3278 60545
557 11015 159
9317 13276 170591
9818 1779 75256
1736 1420 15106
13603 9932 81300
4737 9827 58897
4177 2131 154391
8547 19353 118366
20316 15350 16167
4355 13855 168191
1184 12248 13143
13953 8029 23741
13100 6747 156524
11568 15318 186040
14295 11478 87829
18370 2583 54891
4152 13999 190995
12928 4434 154033
7520 8798 166661
1428 7093 167115
2826 8698 84883
817 3742 189632
7123 3396 78511
3301 14350 163699
17153 6795 158370
7920 20332 169015
9098 10827 126905
9382 4944 135536
15255 18644 114498
1120 6281 185792
16619 10808 74270
20031 5345 165982
12151 3293 130287
20147 9717 152496
119 7679 169067
18558 4960 5012
17567 16208 156510
20220 14913 164511
1868 1894 169442
12329 7270 133859
6497 18649 125415
9854 767 56157
12061 3957 48406
8968 4686 173286
4343 20308 2746
16817 3705 87642
15726 6068 1732
19076 16412 161714
19052 19922 99896
4375 10867 66158
2060 3707 194854
12190 6701 106092
15307 16292 144766
4978 1788 154588
6467 16110 23479
10798 20103 108272
1188 13542 92632
9851 3241 101776
13140 950 88881
9798 11625 41168
12340 18374 180165
4425 11932 128316
12861 8708 182772
1610 1458 94594
11888 3401 84018
637 634 98930
2043 13420 66611
5427 8723 121038
5542 1982 188933
6145 3143 94272
1939 7145 84942
20050 12598 37791
13480 16335 179426
12174 15998 35620
9639 19129 186360
6311 14749 128175
6921 16692 124557
14257 7131 178293
14545 8289 136386
863 17034 131203
9378 15763 106951
19549 18218 166545
2487 13445 22776
6840 13333 133581
1836 20309 87694
10926 11406 63819
12781 8643 178813
10175 8185 192058
17726 9513 134226
1194 19067 111298
4385 13464 7891
11809 1991 159771
476 4780 57482
15951 13063 125339
4555 11653 182234
1282 13389 23463
7168 11791 155494
5078 20655 93698
20335 10241 178519
12508 8865 4518
9176 12129 115102
12113 1923 27259
10279 10137 71074
3605 19395 97704
5452 2150 193009
18798 11255 196258
10071 12401 120686
9576 6996 80061
7508 13767 196977
2370 12409 32395
15328 10354 195189
20223 8191 40676
8806 7750 113006
14466 956 109513
11170 2947 100440
7629 8233 36105
13908 13091 34841
15042 19382 18197
18906 6743 117420
18841 15535 194046
18411 17589 8722
10107 4125 14368
4851 14249 134067
2394 18056 130751
14381 13082 47757
13021 6378 38928
16825 5884 170714
720 5501 120655
1551 827 131752
3069 8493 126511
580 14262 115526
7663 12110 136894
15708 7948 97096
15944 16034 103367
10980 2818 122557
19240 1456 32982
4582 5414 131439
15199 3182 142271
6851 14783 834
13888 11877 85279
12461 6857 183353
3347 5907 105236
959 17969 14588
11030 8339 79358
1532 15686 176494
13813 18018 98601
18857 19968 55937
6097 19699 148666
18492 3249 157087
1544 934 104571
4528 14828 1074
4524 12920 8680
20239 4262 101186
17206 17660 94239
10109 15390 4203
3862 15699 50506
14791 695 154204
11455 15325 142446
17205 7245 156652
5728 12013 170099
15242 2472 170690
17788 20247 168056
20033 17979 195458
7002 15729 80300
636 16833 171075
345 18768 155234
6603 11247 154740
16262 17483 43364
6507 7896 47429
3067 16112 49500
14746 6721 123990
11250 6448 149360
15961 18858 22320
4344 9166 99088
7511 1062 158341
11150 2326 7555
11581 17690 197628
11356 12907 24135
8869 11128 25260
111 12924 114816
4631 19667 104489
4719 9447 128013
10613 10018 98871
2481 6029 29794
4407 14428 139211
6872 19505 81239
5692 8970 136208
17586 9880 24755
19871 16561 78834
14628 9820 130084
9566 15099 149991
12836 11289 187343
20422 17589 164654
6487 11008 3730
5387 15784 21971
17509 12526 139679
6393 16040 36379
7653 10017 98891
12862 15039 147840
4722 2374 198433
7459 20359 141302
9424 9090 192275
4779 16582 66489
20330 7621 73552
9061 9129 118121
2259 14355 184091
14462 4203 193916
17302 7557 177318
5092 14738 80509
16266 7260 26214
7886 13065 94281
18440 18567 180712
9057 13954 145693
7742 19197 46294
1345 6394 180943
3235 13691 13642
4088 1353 134621
17339 17833 8502
2570 4885 108886
10724 12596 112482
1626 3621 99918
3393 7484 115443
6739 3399 80148
1902 4783 23860
5595 17528 105072
16343 9393 12215
20077 7217 183730
2566 12518 188261
2198 13841 124738
601 19140 96900
19367 5924 87949
20398 8935 188709
2864 12305 158522
15368 17922 174529
3216 17670 50313
14306 9891 134368
1866 7614 95388
14857 6941 157054
1439 2755 88947
7655 10791 66581
5849 7070 130166
20016 12788 190109
11173 13543 39257
8254 6674 61037
15846 10640 69251
20004 12171 123998
5575 19224 110391
8473 1389 117877
3444 4787 105053
14742 19460 158464
19492 553 86747
308 17606 95175
143 19613 75638
14358 775 48157
5223 10772 99992
10447 3019 175953
13079 9792 102861
8385 3781 89482
15621 11895 23879
312 17521 163189
4381 4848 158419
17434 5023 68837
2893 11911 142394
11493 5140 140033
7638 1480 121058
19686 3199 16625
444 1718 83478
19838 19316 106182
8086 7950 90377
8665 6765 56548
17117 19611 189566
6431 10637 181333
1525 11083 65955
13436 10891 42491
7764 13758 43822
5877 6704 67621
12961 10080 90416
8771 4967 166669
14528 15921 79289
18721 5540 16926
340 13040 2193
17954 10323 191665
7504 6471 154005
12595 11111 124108
13545 9075 156715
4330 19653 95712
14409 20096 18153
563 689 94725
14093 1125 143134
19762 8986 59864
12491 4443 134703
9641 11089 133854
17826 2187 65704
7961 7382 207
19184 8672 57352
12890 9790 176230
8236 18968 51635
12086 2253 80734
4546 256 199247
6932 19183 134609
4654 7033 14766
12587 12914 185362
16202 6579 109797
2713 4659 146558
14039 17966 123960
12343 1879 159119
11969 11118 193543
19907 12470 389
3579 17826 55198
7792 3872 181584
9929 14140 22587
2423 15237 1456
20573 4782 164187
5451 3717 92332
13644 5447 98115
15830 15442 89293
824 16129 16853
2002 18318 180008
2358 12378 46222
8975 7326 22859
11405 7462 57066
11491 11509 170534
1929 17223 74731
7875 3672 15856
19866 16363 133791
4454 17159 151291
19411 2261 190761
13591 8397 179324
16661 19796 146850
4611 10229 74824
20623 13647 173120
11856 5387 112979
6541 7350 38057
6768 5481 147775
20329 7493 21496
20561 210 192557
20340 10413 93858
599 15799 135497
3506 17075 186167
12433 2472 179303
8172 6898 143045
18919 1494 160742
13459 592 192149
12197 13192 183525
7812 5380 124684
16915 14792 138607
12240 9517 168673
5148 7126 125475
4311 17262 152750
5123 1771 153036
6090 724 70420
3742 19862 10795
4110 16945 76061
7580 7455 153908
16363 9088 80793
9949 18544 37122
18674 15007 166637
7310 19703 48733
961 3566 19117
16639 108 12482
7551 11688 3753
14059 8838 57752
9557 18458 124081
1433 13257 121683
130 6513 34209
1511 7506 106827
12286 18028 36977
11181 15833 52024
3738 17382 34290
12249 18878 105333
178 2480 189015
7575 471 9590
7483 1476 104252
16665 14949 103298
12857 2366 43465
14533 6912 21168
16845 20301 153798
12671 10983 193601
2517 12147 184829
1646 7715 5991
8608 887 6252
5000 109 109049
286 5642 175427
19732 2776 152554
4714 12424 145662
8030 16774 5836
20331 3615 171431
13919 5783 145981
20402 12917 61360
5204 5871 148896
19985 10991 193788
13505 11628 110213
730 10145 122067
8118 13477 6275
15917 13866 161615
20698 12643 113458
3818 18066 80174
3037 10806 188244
12237 17268 168624
14788 17044 69149
11363 19849 28120
7026 2409 131102
10812 18569 86020
12426 15133 27803
2007 12446 120102
2574 19773 151932
15909 5141 86801
16531 4894 90395
5719 1383 28178
16917 13732 28741
19441 5125 108289
8074 2365 85791
18957 4578 15543
19483 14192 195694
5 20021 184688
5818 16151 198184
2790 7523 84438
14727 3222 91460
11172 18730 141341
8172 14335 51065
279 2142 46899
8550 20654 39244
5948 9009 19662
231 18800 166905
12611 2027 25664
14687 15803 96967
609 17479 172851
13257 12721 23491
11216 6867 64216
14130 15789 31994
2582 1914 173614
11804 2380 114212
10538 20727 33236
4063 8372 106911
19118 16476 47051
5548 18743 80456
10238 5000 53022
5101 18347 186354
10226 2491 19947
9795 3272 54678
4002 10203 34611
9488 1953 159983
5176 14662 23876
4535 20116 118572
13702 4512 150061
18301 8924 147637
19400 7050 125454
7060 16877 7221
6941 5562 157814
7821 4672 11419
17958 3130 180263
16716 5360 34001
1738 7832 160576
9571 4194 85025
6138 14304 101218
5676 10671 103845
19538 4620 166816
2963 4949 166658
609 6881 78483
4209 7554 97026
11116 5845 52536
9735 1096 144624
16584 16913 147452
19199 10050 63284
12301 5540 150710
828 11535 103573
15349 15748 28095
12636 8281 172841
17661 1223 142815
12737 12637 181325
8543 19021 126774
172 15933 26048
10095 1323 172113
17105 2406 53976
2854 19491 64984
15252 4340 31691
17209 11281 195490
18327 14417 13205
17986 18799 30566
5167 16032 92697
5798 6877 46407
18563 4976 154146
3447 7957 53495
15089 12775 81771
16236 9817 117497
11764 18418 144445
13103 17133 56113
9564 11101 2601
10699 1976 152078
9591 11312 67068
17759 14341 121840
12688 6964 135907
10996 5358 17404
8657 1775 155930
8819 17227 95931
16555 6141 176600
8074 2934 179575
9822 7286 92448
955 4250 41811
9940 25 109729
5566 13274 125766
10128 7958 113571
18171 6044 12229
2011 16960 130361
216 4338 114227
829 15088 184071
1411 3687 94973
6662 14279 172807
5529 19084 39272
1110 4901 50561
1077 20230 98446
20171 6204 166619
13853 8059 128660
8954 9353 43199
9301 16066 9015
7058 20576 49601
780 3362 40686
12829 5116 34816
4871 8798 147038
7864 4634 198701
8227 8835 6211
6502 17567 21604
15050 19688 169714
11223 1013 179841
20203 6728 48638
2094 19777 113359
4190 12381 107485
11797 7075 130427
10686 9514 97526
19729 8721 11085
13188 3001 98684
2592 3317 126391
2600 10991 111297
20482 8576 127801
7159 17010 50618
16724 17397 163747
3403 10946 28282
10210 19801 34045
9757 8125 92104
8603 8775 83084
15481 2585 73258
10306 3900 155965
12714 2849 38421
20442 4896 65021
7277 16417 180503
7332 3272 151758
15724 4384 89103
18881 15863 109347
2883 17222 81183
19293 13566 67348
14029 8221 48283
18655 19318 113477
14288 16777 164344
1994 4649 39881
2535 15529 10469
3250 17157 20870
14956 7018 52729
8086 1943 75796
5448 801 56338
7859 13776 101937
10793 18646 161643
11027 9238 74733
9443 19998 65497
19558 2776 35077
4784 11705 80850
973 4235 128931
12807 15901 64565
19148 20662 69705
14998 14563 193033
988 7493 195752
9099 1746 80861
3664 16610 111649
9528 2906 58686
15337 1314 191212
17069 19269 108936
15010 8287 42985
5885 18460 2915
9201 9950 67793
19406 2301 159540
19669 2870 170475
16263 16737 82301
14811 1806 54617
3254 1461 116763
6252 15098 104779
4571 14667 101020
11443 3037 164903
1677 12545 149784
20273 9183 34513
19187 2047 177174
12980 4798 191843
8361 5774 122530
16374 9713 15174
10286 5499 106744
285 4329 148665
18867 7866 88790
400 1019 68799
2873 4634 130723
3960 3177 122119
14580 8978 34188
1623 2385 26526
1606 5019 185926
7600 12015 168686
11096 15795 199867
7604 2621 56827
16567 1781 27275
9372 8294 163105
8195 3012 57309
5052 2387 21166
3129 3872 120937
2401 9783 190917
17596 8540 11629
7707 6891 162862
13169 458 89382
7769 13318 13445
5409 20149 35422
12183 12297 143010
4903 18246 172007
9521 15033 153507
13733 2717 49473
3816 17440 100433
11294 1223 138170
4079 1126 143347
5867 14144 62895
7481 3054 4595
6302 19039 59685
6915 4367 52366
17089 17685 105302
13848 15671 54540
4903 17955 34893
20127 10865 132224
15980 20188 63160
2247 10603 31834
2976 19504 66983
3311 17976 17011
6424 17622 83187
14623 6545 21044
19585 12271 120808
4329 18401 127673
4193 16069 148045
1325 15813 194241
6997 6626 127077
6416 20534 177577
3132 10316 148340
9736 2838 101260
2013 19625 23241
13179 4211 32800
18994 3253 109076
4255 17790 170172
14959 7829 50979
9423 7041 17056
1584 16701 8909
17641 676 133480
3827 9854 146920
12041 18676 193409
5567 7316 75992
19506 3433 173323
16177 17449 135314
4859 7378 117285
18066 4072 197690
20120 11903 163778
19534 19498 16608
13060 19259 99850
13944 12037 98181
7742 5544 134002
12789 12878 119763
1566 2129 150721
2722 9429 16364
16593 14966 117108
1860 7587 114113
18816 14173 24252
426 6866 51753
17441 8979 35047
18461 18450 164403
16566 15251 80639
16386 16820 135467
7429 12312 111683
4661 3492 148676
369 12364 69914
11869 356 76430
14889 19498 108032
13787 15652 93842
4732 18822 185599
16224 17836 49978
17381 9923 89672
20654 5260 193088
18080 12275 41010
17834 15378 197601
11210 19024 91777
8357 915 18989
14075 6615 104012
13453 18238 121684
13510 17101 71083
5939 8565 55277
18969 13824 99862
2944 2573 104253
10866 15382 125794
17859 5680 150824
5943 777 118555
9933 4415 183728
7719 8587 66924
2045 13678 150369
8874 382 85531
1578 15411 115248
6173 11752 110432
17055 4603 116793
9824 18987 126884
9701 5533 48081
15300 19108 65740
15402 20570 125053
18075 1151 170614
10420 14632 198912
11608 7605 100096
2652 11563 33020
19635 3640 62848
2291 15873 140516
3185 11131 155807
11051 14928 113154
11501 8049 160307
5589 9628 113837
16415 19927 119558
19542 1739 28589
16439 2316 30726
16473 1707 164880
5932 5411 124764
13640 9326 148556
10581 5772 94968
10098 15754 156013
4612 12265 140040
19709 11456 142704
14754 6546 125335
11099 4281 192718
16942 5266 191288
1616 10272 167124
8300 14000 17965
5676 1916 164208
19884 9135 15859
1808 20635 169211
17009 16810 171898
11485 11301 109876
19624 1058 7310
4733 10669 194736
13928 11224 93049
3114 16591 116768
426 16150 173895
12979 17838 21296
8915 11244 494
14824 4783 70228
19739 20493 29468
17705 1698 170723
8067 19759 180229
3070 11138 170984
16413 7335 100913
4503 19883 126418
18036 13236 47653
6424 2538 194216
18246 3912 8185
7438 10718 127015
4171 14897 34489
16830 1707 184752
17357 17615 188492
7401 5564 146553
5062 1466 104478
10453 572 35044
16846 6799 27037
3187 5492 195548
1139 14298 158863
383 14721 69666
6548 8414 134777
19605 9661 27747
16792 18092 121145
1607 15016 33344
11276 16791 144241
16641 19453 19584
17068 3097 48823
1349 10689 90020
19247 8065 141658
9115 5721 128807
10393 4296 197302
4254 4536 180706
1215 19624 168456
8175 16787 163864
20566 1602 107558
9746 7323 177369
9723 12004 75107
10368 8087 156155
9686 2634 104157
3939 17626 36818
9535 9333 59994
17343 11951 45202
5704 366 35749
6877 10130 197441
10121 7804 108408
12693 4875 96502
5197 91 62950
15013 7754 31755
3616 10115 75780
15940 7284 91125
3802 16462 76350
7486 14120 81769
7496 10395 2173
16210 18792 177303
9983 16013 166943
11745 5706 38310
445 12210 82641
12827 14944 54227
175 6186 138207
16571 11573 15084
1664 11472 95664
4272 18606 79276
17895 2612 197787
8855 9446 117205
8717 20222 11908
12992 8896 56258
11310 2843 174029
14171 13511 128120
15582 18405 171748
17282 9014 51306
9349 13214 25457
12094 7810 144246
2586 12371 44144
10135 5897 183874
18309 12489 9143
17720 16149 36022
20010 15655 28771
8366 13783 60049
18964 17648 128164
11014 10600 115977
11178 11253 183292
20552 6981 51690
17781 2266 163287
6993 11259 119109
2106 13716 169120
9228 15194 37500
19371 3467 162207
20507 454 98814
541 9824 107763
39 12262 136306
6067 15568 95285
12789 9449 70336
6141 16515 25932
17794 5551 37553
19813 18448 41664
5514 7646 44629
1839 15023 102548
14620 3889 194429
1703 1757 33843
17727 13645 33964
4341 3695 108001
8665 7401 28566
14836 8316 19608
4762 18963 189600
15370 15239 5879
995 3801 108911
7245 3317 75712
590 20232 171538
8727 7390 173644
5173 89 92721
14882 2607 39063
16969 20562 80542
2794 12726 131824
6182 648 169432
4027 3038 116778
4441 8252 8821
3881 5615 121850
14781 5981 167228
9813 1123 10768
14242 14385 109655
790 3932 121528
6018 9319 74628
5372 12559 80110
14964 4657 50845
19407 3023 105887
16709 2569 21676
20281 15067 187049
11286 10168 151117
10657 12520 18141
2259 15483 99279
16107 5009 116528
7731 14549 156983
9506 5949 157902
6098 12842 87244
5393 13158 95386
7560 3999 37718
9757 19214 10225
10424 15908 165189
10051 1235 22138
15317 17106 134635
17140 3005 149333
8454 12689 11341
1094 4328 114574
5103 12134 173454
20150 11198 141034
8658 8814 115408
16642 8154 75869
19886 17792 49234
7596 696 96958
20486 3432 137659
13894 14498 158640
17914 19384 19409
9800 1384 54884
2103 11283 195618
9130 8041 13543
2286 6135 16676
16786 17687 34374
18871 18335 194344
5157 19112 187208
12191 5289 6719
9551 22 77277
12736 5799 197221
13466 14725 86273
11554 10890 112305
11659 19886 107858
811 685 33707
10636 12117 179284
1559 4803 88323
3316 17529 43242
19816 1161 167773
17182 17283 63379
1536 2312 59945
15645 9490 158010
18018 18221 137194
14268 1055 122708
7941 1145 143466
14436 2657 3240
20424 17170 28798
1317 20702 172413
15425 19026 155779
15741 10802 153444
13526 8057 87622
13092 4619 609
14069 5616 186184
8780 3808 141657
1803 83 477
15020 18634 176312
12088 12366 150132
16798 17275 184121
17642 4975 119244
6783 17491 162463
19811 11089 24399
246 3585 65973
6587 17258 148609
7703 6211 81934
19430 10711 86210
12222 15123 50609
313 20395 149188
3981 7893 26222
8411 2187 81160
2390 6639 145586
1925 12574 82383
12103 13950 196150
18682 17591 17291
2180 2879 142781
15268 16572 176415
241 19068 85245
7370 618 41178
5855 11840 120647
2292 473 151956
7669 14231 171596
18329 16827 158044
811 7738 133389
5711 14439 187317
19853 8122 18715
8216 2676 130172
20069 15541 52477
11519 3230 14248
3597 6514 38111
11591 4727 72967
13751 5621 113264
14544 9704 93
10963 1747 110817
4801 19752 82544
17030 8301 195805
7960 3426 199073
14746 9064 195261
5712 18992 69603
11411 9826 13715
4681 17920 162853
16389 9131 197062
15289 20476 130099
12221 3384 42397
18336 654 14750
14848 2164 129655
16001 3173 46613
1342 1838 192740
9448 16735 163131
13736 19891 122511
8260 6884 81468
14332 2088 125040
65 4764 46310
18248 4865 152498
3529 3464 115718
19828 17311 68004
5687 8930 5193
6590 12310 186574
2803 4427 84432
12569 17134 149227
20257 1711 164349
18783 3560 151647
11636 10263 116013
17549 8705 100737
14352 10521 60649
20264 5877 133986
9713 3536 135733
5633 10182 47809
15328 567 49219
9691 6873 1716
9894 11249 157428
16625 15644 159394
5399 20011 183522
7190 5893 25830
17452 16730 120117
5087 15911 188874
15165 13854 181081
1040 12033 72306
8000 13672 128333
17163 964 195414
335 11158 160958
16158 6528 73291
4763 6748 72456
18046 19982 195312
18078 17039 54091
15531 9695 49435
6990 4430 60697
14012 13940 35495
5783 11313 184501
15347 16039 143203
9380 6666 133736
8636 3754 184073
16209 4075 162853
16149 651 7082
3038 3719 42406
17312 2169 173341
3652 46 2659
16648 18776 199803
5538 15514 8425
14865 16907 13114
11098 13207 93003
18852 17299 87801
13357 9315 30158
12074 3135 120274
9 9181 81775
15077 545 190108
6694 18610 114700
9256 2273 79277
6351 14663 160854
4306 15201 1638
8181 18328 79143
19778 635 191430
1490 20567 127539
10220 1128 18607
19791 17112 161659
8488 19671 178769
6725 19120 52376
19598 11703 121330
10938 19858 57867
779 15137 183788
14027 14031 85705
17445 13840 182664
16390 7668 123137
20051 8404 50029
3873 1066 143738
6501 11998 35013
8127 12363 164719
3089 2216 131706
14892 19123 86605
16470 9331 191498
2084 10414 193752
15158 16139 154459
18475 14405 169342
4029 1392 115293
8298 10927 181409
1083 413 50418
6713 11608 188448
2384 4487 168670
9146 19499 25558
13925 19171 91093
6957 19527 14963
3046 10242 83153
12751 402 54506
17972 14945 165494
16792 12288 192862
11446 9161 47513
20609 14170 90204
19237 12681 68856
5373 1136 168105
15508 18622 48740
12932 14264 30171
8465 14091 68961
7874 18285 127904
5503 13362 117810
4105 5620 128420
3051 4428 99279
4349 19083 145418
5349 14999 155303
5572 11047 51683
2099 18965 117183
10842 3911 53692
17406 19412 16612
18161 12084 189179
15228 17369 177272
11834 18079 53306
14912 9502 156434
15948 20467 155052
7756 12022 133732
1979 15563 96168
15490 76 12484
11489 13282 29080
18572 9780 90767
17162 15293 151983
11052 640 51786
15253 17452 13504
18446 16901 118967
3431 1710 155968
14297 16434 33903
19681 6344 52677
19818 9925 43119
5363 2923 36312
4772 330 79994
3852 7643 4325
7021 9305 163487
578 18504 167427
10486 2193 9717
19038 10116 36842
6819 5742 102466
17329 16693 160209
11720 15738 175058
16762 5419 170847
326 8442 29005
8850 13231 186379
20463 16696 114472
11723 17420 79266
12359 18194 90673
17311 14 42237
13611 20073 147918
14169 6380 151410
14492 2293 174971
17952 13741 149544
8896 1334 100458
13030 9067 124392
14377 14733 48750
2135 1053 8321
5607 8253 179022
10634 10027 143890
1787 13195 61720
8270 19922 102184
4054 14225 169109
12178 15907 186652
13517 11239 138429
15210 14752 159209
11013 3094 129188
20401 3781 171696
5854 14710 94063
15793 13780 182426
475 3173 34347
12494 10530 195769
9861 11827 20332
13093 17037 137717
14206 1176 43253
19910 17012 81925
1552 18202 137835
13004 2599 198918
12689 747 146373
3792 9060 7284
11200 17306 165722
15103 17180 43445
19266 2269 8036
9341 6773 197706
14148 443 122973
13901 17966 107033
9157 19877 192054
5300 16770 186270
423 4414 189443
16971 10084 152050
6002 7720 16076
17942 7480 188474
17502 695 124549
2972 11592 36610
5308 1640 31434
8344 5066 193757
13035 3562 139139
6089 3633 34030
19080 10029 199217
1414 13014 1391
3954 8269 183535
9488 20402 69534
7616 14960 87016
9834 18496 105484
12666 3034 155623
11180 3045 140223
2260 871 89907
1049 5496 56684
4915 6724 184894
3285 260 114703
6566 17913 183313
20181 243 100775
4314 10172 147734
14931 16037 86134
19992 9825 112134
9589 3135 192173
946 4078 116624
2628 19470 143308
15537 2036 137556
6775 20396 16567
12371 10364 84825
14894 13929 121403
2638 5232 91264
3732 9178 6054
20633 650 15538
15258 1329 196714
1138 1942 53763
1896 17269 156647
6020 2525 110713
1402 10485 116799
19559 14975 142678
17301 18941 36660
8375 18186 53988
